Prj_ID,Trt_ID,Trt_Type_Major,Trt_Type_Sub,Treatment_Type,FID_TrtPoly002,ObjectID_Union,ObjectID_CountOverlapping,treatment_count,init_date_est,comp_date_est,Init_Date,Comp_Date,init_est,comp_est,init_comp_elapsed,Plan_Imp,Success,Dates_Confirmed,Units,Num_Units,Treatment_Seeded,Seed_List,Seed_Mix_Name,Seeds_or_Seedlings,Seed_List_Confirmed,Control_Areas,Seed_Application_Rate,Seed_Notes,Objectives,Planned_Implementation,Actual_Implementation,Treatment_Effect_and_Results,Trt_Feature_Type,Feature_Status,How_Feature_Created,Feature_Creation_Date,Total_Acres,BLM_Acres,GIS_Notes,Initiated_By,Trt_Concerns,Trt_Concerns_Desc,Problems_Apply_Trt,Problems_Apply_Trt_Desc,Conditions_At_Trt,Conditions_At_Trt_Desc,Trt_Notes,User_Updated,init_m,init_d,init_y,init_m_est,init_d_est,comp_m,comp_d,comp_y,comp_m_est,comp_d_est
5415,14979,Seeding,Aerial Seeding,Aerial Seeding: Fixed Wing,9411,270473,58462,2,2013-02-16,2013-02-16,2/16/2013,2/16/2013,actual,actual,0,Implemented,See Comments,2,Acres,401.4,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Species Specific,Treatment 13.,"The objectives for cover will be to obtain 70% of all perennial plant cover found in the associated reference site, or, when not possible, achieve 50% of the lowest value for perennial cover associated with the appropriate ecological or range site by the need of the third year. Density objectives for aerially seeded areas will be based on having one seeded species firmly rooted per square meter by first or second growing season following seeding.","Aerial seeding was vital in mitigating the potential loss of Greater sage grouse habitat in the Montana, Granite, and Bilk Creek mountain ranges. Without treatment the burned areas are extremely susceptible to exotic annual dominance; this would jeopardize the Greater sage grouse, mule deer herds and other wildlife that depend on this area year-round and especially in the winter months. The areas selected are predominantly upland areas where topography is unsuitable for drill seeding due to slope and accessibility. All aerial seeding occurred in sage grouse PPH or PGH that was severely burned. Sage grouse habitat in the Bilk, Trout Creek, and Montana Mountains is widely regarded as being exceptionally productive when compared with other areas designated as sage grouse PPH. The application cost of aerial seeding is fairly high, but the risk of not seeding is the loss of species and structural diversity that will reduce the overall short and long-term value of the land.","Original ESR-funded aerial contract was for 45,284 acres. Since contract bid was based on pounds of seed, not acres, some leftover seed from original project (avoided unburned islands) was used to increase treatment area with ESR funds. Nevada Dept. of Wildlife, Ruby Mitigation Fund, and NGO private contributors also contributed seed and aircraft time to increase accomplishments.","See interim Report 2012 - Plot ID's: T10-A1-HOL-13, T11-A1Deepcreek-HOL-14, T10-A1FiveMileNative-HOL-14\r\n\r\nT10-A1-HOL-13\r\nTreatment: Aerially seeded A. tridentata ssp. wyomingensis, P. secunda, L. cinereus, A.\r\nhymenoides, A. cristatum, and A. canescens.\r\n2015: Seeded species density at this plot exceeded the objective. Percent perennial cover\r\nexceeded the ES&R objective but does not meet the livestock closure objective. B.\r\ntectorum was the most dominant species with 40.0% cover. P. secunda and P. spicata\r\nconstituted 17.3% cover, and there was approximately 2% coverage each for several other\r\nperennial forbs and grasses. S. altissimum and D. pinnata were also present.\r\n2014: Density of seeded species does meet the monitoring objective. Two L. cinereus\r\nspecies and 31 P. secunda species were observed within the 1m x 1m quadrats along the\r\ntransects. Plot does meet the ESR percent perennial cover objective but fails to meet the\r\nlivestock closure objective. From the LPI data, percent perennial cover species include: A.\r\nthurberianum, B. sagittata, C. acuminata, Lupinus, Phacelia hastata, L. cinereus, E.\r\nelymoides, C. viscidiflorus, and P. spicata. Deep-rooted, cool-season perennial grasses\r\nslightly reduced, and B. tectorum is common throughout the plot, affecting the expected\r\nfunctional/structural vegetation groups.\r\n2013: Density of seeded species does not meet the monitoring objective and only 8 L.\r\ncinereus seedlings were observed in the belt transect. Plot does not meet the ESR or\r\nlivestock closure percent perennial cover objectives. From the LPI data, percent perennial\r\ncover species include: A. hymenoides, B. sagittata, C. acuminata, Lupinus, P. hastata and\r\nP. spicata. Deep-rooted, cool-season perennial grasses slightly reduced and co-dominate\r\nthe plot, especially P. spicata, L. cinereus, and A. hymenoides. Grasses are re-sprouting.\r\n\r\nT10-A1FiveMileNative-HOL-14\r\nTreatment: Aerially seeded A. tridentata ssp. wyomingensis, P. secunda, L. cinereus, A.\r\nhymenoides, A. cristatum, and A. canescens, Bassia prostrate, and P. spicata\r\n2015: Seeded species density, at 2.133 plants/m2, exceeded the objective. At 8.0%,\r\nperennial cover fell short of both ES&R and livestock closure objectives. B. tectorum was\r\ndominant on this plot, with S. altissimum, H. glomeratus, and S. tragus also present.\r\n2014: Density of seeded species does meet the monitoring objective for the plot. Seeded\r\nspecies includes P. spicata and P. secunda. Plot does not meet either the ESR or livestock\r\nclosure objectives for percent perennial cover. B. tectorum and H. glomeratus are present\r\non the plot.",Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,6506.511087,6506.546078,NA,Contractor,"Habitat for antelope, Habitat for desert bighorn sheep, Habitat for wildlife, Invasion by cheatgrass, Invasion by non-native annuals, Invasive species, Loss of native vegetation, Loss of perennials, Loss of sagebrush, Loss of vegetation, Watershed health","The BLM has made the determination that as a result of the Holloway Fire, affected vegetative communities, particularly sage brush communities within Sage Grouse Preliminary Priority Habitat (PPH) and Preliminary General Habitat (PGH), are at risk from long term habitat degradation due to the presence of invasive annual grasses and other noxious weeds within new\r\ndisturbance. In addition to impacts to Sage Grouse, habitat values for Lahontan cutthroat trout, bighorn sheep, pronghorn antelope, mule deer, migratory birds, and pollinator species have also been seriously compromised. Soil resources are at risk from combined wind and water erosion, wildlife habitat values have been unacceptably compromised with limited potential for natural recovery, and other resources on the public lands are at immediate risk of erosion or other damage.",None,NA,None,NA,GIS acreage is inconsistent with claimed treated acreages.,41:15:00,2,16,2013,02,16,2,16,2013,02,16
6887,18945,Seeding,Drill Seeding,Ground Seeding: Drill,11980,270770,59136,2,2012-11-15,2013-12-15,11/15/2012,12/15/2013,actual,actual,395,Implemented,None,2,Acres,925.1,-1,Confirmed seed list,Mix 1,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,"The objectives for cover will be to obtain 70% of all perennial plant cover found in the associated reference site, or, when not possible, achieve 50% of the lowest value for perennial cover associated with the appropriate ecological or range site by the end of the third year. Density objectives for aerially seeded areas will be based on having three seeded species firmly rooted per square meter by first or second growing season following seeding.","Drill seed or broadcast and harrow seed a total of 2,948 acres with competitive perennial\r\ngrasses and forbs. This activity will be coordinated with chemical control of invasive\r\nannual plant species.\r\nApproximately 2,538 (of the 2,948 acre total) acres will be seeded within former cheatgrass\r\ndie-off areas, with the remaining 410 acres to occur in areas which were identified as\r\nhaving a high potential for wind erosion and non-native species invasion. Establishment of\r\nperennial grasses/shrubs will be necessary to stabilize soils in these identified areas.","Drill seeding occurred within historic cheatgrass ""die-off&& areas utilizing Siberian Wheatgrass, Sandberg\u2019s bluegrass Indian ricegrass, and 4-wing saltbush mix. Entire area was then broadcast seeded (on snow) with Wyoming sagebrush.","T4-A2-LOCY-13\r\nTreatment: aerially seeded with A. tridentata ssp. vaseyana, P. secunda, and A.\r\nmillefolium\r\n2015: The plot meets the ESR objective for perennial cover. It does not meet the\r\nlivestock closure objective. The plot meets the objective for density of seeded species.\r\nThe flora is relatively diverse in this plot. B. tectorum is common to codominant and\r\noccupies much of the understory. Some soil degradation has occurred, as shown by\r\nconnected water-flow patterns, reduced soil stability, and pedestalling on perennial\r\nplants.",Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,925.7453481,925.7240451,NA,NA,"Habitat for antelope, Habitat for desert bighorn sheep, Habitat for greater sage grouse, Habitat for mule deer, Loss of perennials, Loss of native vegetation, Loss of riparian vegetation, Loss of sagebrush, Loss of vegetation, Invasive species",NA,None,NA,None,NA,NA,05:13:00,11,15,2012,11,15,12,15,2013,12,15
6887,18947,Seeding,Drill Seeding,Ground Seeding: Drill,11982,270771,59136,2,2012-11-15,2013-12-15,11/15/2012,12/15/2013,actual,actual,395,Implemented,None,2,Acres,690,-1,Confirmed seed list,Broadcast Mix,Seeds,Confirmed on Paper,Unknown,Species Specific,NA,"The objectives for cover will be to obtain 70% of all perennial plant cover found in the associated reference site, or, when not possible, achieve 50% of the lowest value for perennial cover associated with the appropriate ecological or range site by the end of the third year. Density objectives for aerially seeded areas will be based on having three seeded species firmly rooted per square meter by first or second growing season following seeding.","Drill seed or broadcast and harrow seed a total of 2,948 acres with competitive perennial\r\ngrasses and forbs. This activity will be coordinated with chemical control of invasive\r\nannual plant species.\r\nApproximately 2,538 (of the 2,948 acre total) acres will be seeded within former cheatgrass\r\ndie-off areas, with the remaining 410 acres to occur in areas which were identified as\r\nhaving a high potential for wind erosion and non-native species invasion. Establishment of\r\nperennial grasses/shrubs will be necessary to stabilize soils in these identified areas.","Drill seeding occurred within historic cheatgrass ""die-off&& areas utilizing Siberian Wheatgrass, Sandberg\u2019s bluegrass Indian ricegrass, and 4-wing saltbush mix. Entire area was then broadcast seeded (on snow) with Wyoming sagebrush.",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,1637.272587,1637.248035,NA,BLM,"Habitat for antelope, Habitat for desert bighorn sheep, Habitat for greater sage grouse, Habitat for mule deer, Loss of perennials, Loss of native vegetation, Loss of riparian vegetation, Loss of sagebrush, Loss of vegetation, Invasive species",NA,None,NA,None,NA,NA,08:52:00,11,15,2012,11,15,12,15,2013,12,15
7236,19842,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,12545,277604,59361,4,2011-11-01,2011-11-03,11/1/2011,11/3/2011,actual,actual,2,Implemented,None,2,Acres,2405,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Species Specific,"The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.","The objectives for cover will be to obtain 70% of all perennial plant cover found in the associated reference site,\r\nor, when not possible, achieve 50% of the lowest value for perennial cover associated with the appropriate ecological or range site by the end of the third year.\r\nDensity objectives for aerially seeded areas will be based on having one seeded species firmly rooted per square meter by first or second growing season following seeding.","Involves aerially seeding Wyoming sagebrush over 2400 acres of burned area, not to include the forage kochia treatment area (See Treatment Map). This species has proven important to wildlife habitat and is competitive against non-native invasive species.","Aerial Seeded 2,405 acres with Wyoming big sagebrush (Artemisia tridentata ssp. wyomingensis).",NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,2404.755587,2402.073668,NA,NA,"Habitat for greater sage grouse, Habitat for desert bighorn sheep, Habitat for antelope, Habitat for mule deer, Invasion by cheatgrass, Invasion by non-native annuals, Rangeland health, Loss of perennialsLoss of sagebrush, Loss of vegetation",NA,None,NA,None,NA,NA,28:38:00,11,1,2011,11,01,11,3,2011,11,03
7236,19843,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,12546,277605,59361,4,2011-11-01,2011-11-03,11/1/2011,11/3/2011,actual,actual,2,Implemented,None,2,Acres,330,-1,Confirmed seed list,NA,Seeds,Confirmed on Paper,Unknown,Species Specific,"The seed mix did not indicate whether bulk or PLS rates were used, therefore, unknown has been listed and all seed mix information has been entered into the Bulk category.","The objectives for cover will be to obtain 70% of all perennial plant cover found in the associated reference site,\r\nor, when not possible, achieve 50% of the lowest value for perennial cover associated with the appropriate ecological or range\r\nsite by the ned of the third year.\r\nDensity objectives for aerially seeded areas will be based on having one seeded species firmly rooted per square meter by first\r\nor second growing season following seeding.",Aerially seed forage kochia across approximately 330 acres on an area that was the ignition point for this fire and the Martin Creek Fire of 2007.,Aerial Seeded 330 acres with forage kochia (Bassia prostrata).,NA,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",NA,327.4288891,327.4291944,NA,NA,"Habitat for greater sage grouse, Habitat for desert bighorn sheep, Habitat for antelope, Habitat for mule deer, Invasion by cheatgrass, Invasion by non-native annuals, Rangeland health, Loss of perennialsLoss of sagebrush, Loss of vegetation",NA,None,NA,None,NA,NA,29:44:00,11,1,2011,11,01,11,3,2011,11,03
21508,55686,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,34650,272058,60571,2,2018-10-01,2018-10-05,10/1/2018,10/5/2018,actual,actual,4,Implemented,Unknown,2,Acres,5313,0,No seed list,NA,NA,NA,NA,NA,NA,"The objective of the weed treatments is to prevent the increase of existing weed populations and the establishment of additional noxious weed species within the burn area until desirable vegetation can re-establish. Initial treatment should kill and/or control from 80-90% of targeted weed populations, depending upon the type of weed and/or density of the infestation. Retreatment by spot spraying on remaining weeds will also be completed under R2.","Aerial Herbicide Treatment (Herbicide Treatment Map). One aerial application of imazapic herbicide to reduce the threat of invasive annual grasses pose to priority Greater Sage-grouse habitat. The aerial herbicide application would be applied on the entire 5,313 acres of the burned area. Imazapic would be applied at a six ounce per acre rate and include appropriate adjuvants.","Aerial Herbicide Application of 5,313 acres completed in October 2018 (FY19). Aerial invasive annual grass/weed treatments within the burned area should occur the first year (FY19) if funding can be secured in time to treat within proper biological/environmental windows. The proposed seeding areas are the focus of the aerial herbicide treatment of imazapic to prepare the seed bed for drill and aerial.\r\n\r\nAn aerial herbicide was completed where they spread 6 ounces of Imazapic on a plateau.",None,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",11/9/2020,5311.9,5311.9,NA,Contractor,"Brush control, Habitat productivity, Habitat quality, Rangeland health, Invasion by cheatgrass, Invasive species, Noxious weeds, Seedbed preparation","Habitats for sagebrush obligate species were adversely modified by the fire. Pre-fire vegetation communities within the fire boundary vary due to the 2012 Long Draw fire that also burned the entire area. Natural recovery of native bunchgrasses was successful following the Long Draw fire however, the Resource Advisor noted that cheatgrass is present throughout the burned area but there is a portion where it was the dominant species. Drill seeding native grasses, forbs, and sagebrush would help prevent the increase of cheatgrass and help rehabilitate the burned area so it would be more resilient to future wildfires. Planting Wyoming big sagebrush seedlings throughout burned areas of the PAC would speed the recovery of the native plant community and provide habitat for sagebrush obligate wildlife species.",Unknown,No documentation.,Unknown,No documentation.,NA,34:51:00,10,1,2018,10,01,10,5,2018,10,05
22148,58276,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,36025,272059,60571,2,2018-10-02,2018-10-05,10/2/2018,10/5/2018,actual,actual,3,Implemented,Unknown,2,Acres,5311.9,0,No seed list,NA,NA,NA,NA,NA,NA,To conduct a herbicide.,No documentation.,A herbicide was completed.,None,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",5/6/2021,5311.9,5311.9,NA,Unknown,"Habitat productivity, Habitat quality, Rangeland health, Brush control",Habitat Improvement.,Unknown,No documentation.,Unknown,No documentation.,Herbicide was applied at different frequencies at different locations.,47:18:00,10,2,2018,10,02,10,5,2018,10,05
21508,55686,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,34650,278215,60659,4,2018-10-01,2018-10-05,10/1/2018,10/5/2018,actual,actual,4,Implemented,Unknown,2,Acres,5313,0,No seed list,NA,NA,NA,NA,NA,NA,"The objective of the weed treatments is to prevent the increase of existing weed populations and the establishment of additional noxious weed species within the burn area until desirable vegetation can re-establish. Initial treatment should kill and/or control from 80-90% of targeted weed populations, depending upon the type of weed and/or density of the infestation. Retreatment by spot spraying on remaining weeds will also be completed under R2.","Aerial Herbicide Treatment (Herbicide Treatment Map). One aerial application of imazapic herbicide to reduce the threat of invasive annual grasses pose to priority Greater Sage-grouse habitat. The aerial herbicide application would be applied on the entire 5,313 acres of the burned area. Imazapic would be applied at a six ounce per acre rate and include appropriate adjuvants.","Aerial Herbicide Application of 5,313 acres completed in October 2018 (FY19). Aerial invasive annual grass/weed treatments within the burned area should occur the first year (FY19) if funding can be secured in time to treat within proper biological/environmental windows. The proposed seeding areas are the focus of the aerial herbicide treatment of imazapic to prepare the seed bed for drill and aerial.\r\n\r\nAn aerial herbicide was completed where they spread 6 ounces of Imazapic on a plateau.",None,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",11/9/2020,5311.9,5311.9,NA,Contractor,"Brush control, Habitat productivity, Habitat quality, Rangeland health, Invasion by cheatgrass, Invasive species, Noxious weeds, Seedbed preparation","Habitats for sagebrush obligate species were adversely modified by the fire. Pre-fire vegetation communities within the fire boundary vary due to the 2012 Long Draw fire that also burned the entire area. Natural recovery of native bunchgrasses was successful following the Long Draw fire however, the Resource Advisor noted that cheatgrass is present throughout the burned area but there is a portion where it was the dominant species. Drill seeding native grasses, forbs, and sagebrush would help prevent the increase of cheatgrass and help rehabilitate the burned area so it would be more resilient to future wildfires. Planting Wyoming big sagebrush seedlings throughout burned areas of the PAC would speed the recovery of the native plant community and provide habitat for sagebrush obligate wildlife species.",Unknown,No documentation.,Unknown,No documentation.,NA,34:51:00,10,1,2018,10,01,10,5,2018,10,05
22148,58276,Herbicide/Weeds/Chemical,Herbicide,Herbicide Application,36025,278217,60659,4,2018-10-02,2018-10-05,10/2/2018,10/5/2018,actual,actual,3,Implemented,Unknown,2,Acres,5311.9,0,No seed list,NA,NA,NA,NA,NA,NA,To conduct a herbicide.,No documentation.,A herbicide was completed.,None,Polygon,Confirmed,"Digitized by BLM field office personnel, method unknown",5/6/2021,5311.9,5311.9,NA,Unknown,"Habitat productivity, Habitat quality, Rangeland health, Brush control",Habitat Improvement.,Unknown,No documentation.,Unknown,No documentation.,Herbicide was applied at different frequencies at different locations.,47:18:00,10,2,2018,10,02,10,5,2018,10,05
8474,23184,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Cultipacking,14787,423972,61570,6,1954-09-01,1954-09-28,9/1/1954,9/28/1954,actual,actual,27,Implemented,See Comments,2,Acres,1633,0,NA,NA,NA,NA,NA,NA,NA,"The purpose of this project is to provide additional forage to alleviate the grazing load on the adjoining range, help control soil erosion and increase the AUMs of feed on this depleted part of the Federal Range.\r\n\r\nCultipacking is used to cover the seed.","By contract, the BLM will arrange seeding operation and provide crested wheatgrass seed at approximately 5 lbs. viable seed per acre. Mr. Willis Packer will supply the necessary funds for seeding on approximately 80 acres on his private land prior to operation.","John Ascuena seeded. The coverage was thorough and completion satisfactory. \r\nJohn Ascuena used various drills, single disc with exceeding heavy duty and weight cultipackers, tongue pulled off the sheeps foot variety which we feel are the best obtainable for the best results. Two to five drills in the bank.",The coverage was thorough and completion satisfactory. Unknown specifics for cultipacking.,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,5/3/2013,2079.238663,1881.393771,NA,Contractor,"Erosion, Noxious Weeds, Provide forage for livestock, Rangeland health, Watershed degradation","The purpose of this project is to provide additional forage to alleviate the grazing load on the adjoining range, help control soil erosion and increase the AUMs of feed on this depleted part of the Federal Range.",None,NA,None,NA,NA,36:17:00,9,1,1954,09,01,9,28,1954,09,28
11929,32256,Vegetation/Soil Manipulation,Soil Disturbance,Soil Disturbance: Cultipacking,20731,423975,61570,6,1954-09-15,1954-09-28,9/15/1954,9/28/1954,actual,actual,13,Implemented,See Comments,2,Acres,420,0,NA,NA,NA,NA,NA,NA,NA,"The purpose of this project is to provide additional forage to alleviate the grazing load on the adjoining range, help control erosion and increase the AUMs of feed on this depleted part of the Federal Range.","By contract, the BLM will arrange seeding operation and provide crested wheatgrass seed at approximately 5 lbs. viable seed per acre. Further, Mrs. N.C. Trembath will provide the necessary funds for seeding on 50 acres of her private land prior to operations.",Various types of single disc drills were used followed by extra heavy sheep's foot type cultipackers.\r\nJohn Ascuena seeded.,The coverage and completion was satisfactory.,Polygon,Confirmed,Digitized by LTDL data entry personnel using a confirmed map,5/22/2013,509.1365915,474.0987805,From the Final Project Report.,Contractor,"Erosion, Noxious Weeds, Provide forage for livestock, Rangeland health, Watershed degradation","The purpose of this project is to provide additional forage to alleviate the grazing load on the adjoining range, help control erosion and increase the AUMs of feed on this depleted part of the Federal Range.",None,NA,None,NA,NA,05:06:00,9,15,1954,09,15,9,28,1954,09,28
7836,21410,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,13609,290830,61650,2,2007-01-15,2007-01-15,1/00/2007,1/00/2007,estimated day,estimated day,0,Implemented,Partially Successful,2,Acres,1929.04,-1,Confirmed seed list,Wildlife Mix,Seeds,Confirmed on Paper,Unknown,Unknown,NA,"The primary objective of the treatment is to aerially seed areas of the fire that are critical to wildlife, or most at risk for long-term irreversible damage due to the effects of the fire. Anatone bluebunch wheatgrass, Idaho fescue and Basin big sage were seeded to add vegetation structure and species richness to the treatment areas.\r\nEstablish three seeded plants per square meter rooted firmly in soil with consideration for site selection factors of soils, topography, native release of desirable species, and potential for seedling establishment.  Provide cover and forage for wildlife and BLM Special Status Species/migratory birds, including crucial winter habitat for mule deer, and sage grouse habitat.","Aerially seed approximately 1,929 acres with a low elevation wildlife mixture of Idaho Fescue, \u201cAnatone\u201d Bluebunch Wheatgrass, and Wyoming Big Sagebrush.  \r\n\r\n\u2022\tLower elevation on 1,570 acres.  The seed mix is Wyoming big sagebrush, basin big sagebrush Bannock cultivar), thickspike wheatgrass and Western yarrow.\r\n\r\nAcres treated will be seeded aerially based on ecological site potentials with the use of a helicopter with a seed broadcast bucket.  Seeding in swaths (e.g. seed application on 80 foot swath, leave 160 foot swath and apply again) that allow for plant establishment and future seed sources will be prioritized on any \u201clarge\u201d areas that burned completely.  Selective spot seeding will also be considered due to the mosaic of vegetation types affected and to avoid intact unburned areas to where specific sagebrush species will be seeded considering site potential.  Acreage would be duplicated on those areas where aerial seeding and on-ground antelope bitterbrush seeding occurs on the same affected site.  Bluebunch wheatgrass might be substituted with Snake River wheatgrass, a native perennial species.\r\n\r\nSeed mixtures shown in this subsection would allow for additional rehabilitation of wildlife habitat as well as allow watershed protection and reduce erosion potential.  The consideration of acreage seeded includes, 1) two-tracks for potential vegetated fuel breaks separate from this DNA, 2) private lands and 3) the estimated unburned areas within the perimeter. The seeding would provide cover and forage for at least 250 wildlife species that inhabit sagebrush habitats and interspersed riparian/meadow habitat including sage grouse and mule deer, migratory birds and Special Status Species.  It would also provide vegetation needed for ecological site dynamics.","Anatone bluebunch wheatgrass, Idaho fescue and Basin big sage were seeded to add vegetation structure and species richness to the treatment areas.\r\n\r\nThe aerial wildlife seeding was completed in January by helicopter through an aircraft rental agreement. The ground crew consisted of BLM helitack and a project inspector. AG Nav maps of the aerial seeding were completed for the project file.","BLM monitoring personnel assess the seeding areas yearly to evaluate treatment success.  Effectiveness is based on establishment of three seeded plants per square meter rooted firmly in the soil with consideration to site selection factors such as soils, topography, native release of desirable species, and the potential for seedling establishment. Monitoring data is shared with range staff to provide comparisons with unburned reference sites.\r\n\r\nMonitoring Results: \r\n2007 \u2013Bluebunch Wheatgrass was also seeded at MUBB \u2013 01 with the Aerial Watershed Protection seeding (\u201cdouble seeded\u201d) and so an absolute determination of seeding success by treatment cannot be made for this monitoring location.  At MUBB \u2013 01 total seeded species exceeded the objective density of three seeded plants per square meter, with Wyoming Big Sagebrush making the greatest contribution. \r\n2008 \u2013 At MUWD \u2013 01 Idaho Fescue was recorded at a density of near one and one half plant per square meter. \r\n2009 \u2013 At MUWD \u2013 01 Idaho Fescue was recorded at a density of over one plant per square meter.  At MUBB \u2013 01 Bluebunch Wheatgrass was recorded at a density approaching one-half plant per square meter, but it was \u201cdouble seeded\u201d at this location, as mentioned above.  The presence of seeded species at both monitoring locations at low moderate or moderate densities during the final year of monitoring allows us to rate this seeding as partially successful.",Polygon,Confirmed,"Digitized by BLM field office personnel, using an aircraft GPS unit",NA,1930.09327,1822.103582,NA,NA,"Habitat for antelope, Habitat for mule deer, Habitat for sage grouse, Impact on Cultural Resources, Loss of cultural sites, Erosion, Invasion by non-native annuals, Special Status Species, Provide forage for wildlife, Provide cover for wildlife","Implementation of the proposed action described in the Emergency Stabilization and Rehabilitation Plan DNA for the Mudd Fire will protect soils in the burned area, including preventing potential loss of soil due to wind and water erosion&* will reduce potential invasion and establishment of noxious weeds and cheatgrass&* will provide quality forage for livestock and wildlife&* and will facilitate meeting established standards and guidelines for livestock grazing.",None,NA,None,NA,WLSM,42:26:00,1,00,2007,01,15,1,00,2007,01,15
7836,21411,Seeding,Aerial Seeding,Aerial Seeding: Rotor Wing,13610,290831,61650,2,2007-01-15,2007-01-15,1/00/2007,1/00/2007,estimated day,estimated day,0,Implemented,Unknown,2,Acres,1984,-1,Confirmed seed list,Sage Grouse Mix,Seeds,Confirmed on Paper,Unknown,Unknown,NA,"The primary objective of the treatment is to aerially seed areas of the fire that are critical to sage grouse, a BLM sensitive species, and most at risk for long-term irreversible damage due to the effects of the fire. Sagebrush was seeded to add vegetation structure and species richness to the treatment areas.",This treatment was done in January with a helicopter by a contract agreement. AgNav maps of the aerial seeding were completed for the project file. Aerial seeding was monitored to ensure that seed was being dispersed in the proper area and at the specified rate. A project inspector was present throughout the process to ensure the treatment met contract specifications.,"The data for this summary came from study site MUAWD-01.\r\nSeeded species per square meter were observed with the following density: \r\nWyoming big sagebrush, .04\r\nTotal Seeded species per square meter:.04\r\n\r\nNative release species observed within the transects included POSE, SIHY, MESP, ELCI2, STTH2, CHFR, PHLO2, CRAC2, GARA2, AMTE, MEAL, ARAB12, AGGL, LASE, MEOB, PHHO, LODI, LUPIN, ERMI, CHVI8, AMUT\r\n\r\nData has been submitted to rangeland specialists to compare seeded sites to unburned reference sites and determine if and when seeded areas have recovered sufficiently to reinstate livestock grazing in the treatment area.","BLM monitoring personnel assess the seeding areas yearly to evaluate treatment success.  Effectiveness is based on establishment of three seeded plants per square meter rooted firmly in the soil with consideration to site selection factors such as soils, topography, native release of desirable species, and the potential for seedling establishment. Monitoring data is shared with range staff to provide comparisons with unburned reference sites.",Polygon,Confirmed,"Digitized by BLM field office personnel, using an aircraft GPS unit",NA,1930.093586,1822.106268,"Same area as aerial Wildlife seeding, different attributes.",NA,"Habitat for antelope, Habitat for mule deer, Habitat for sage grouse, Impact on Cultural Resources, Loss of cultural sites, Erosion, Invasion by non-native annuals, Special Status Species, Provide forage for wildlife, Provide cover for wildlife","Implementation of the proposed action described in the Emergency Stabilization and Rehabilitation Plan DNA for the Mudd Fire will protect soils in the burned area, including preventing potential loss of soil due to wind and water erosion&* will reduce potential invasion and establishment of noxious weeds and cheatgrass&* will provide quality forage for livestock and wildlife&* and will facilitate meeting established standards and guidelines for livestock grazing.",None,NA,None,NA,WLSM-Sage\r\n\r\nONLY 2007 and 2008 monitoring results available.,06:02:00,1,00,2007,01,15,1,00,2007,01,15
