ProjKey,PrimaryKey,DateVisted,EcoSiteID,MLRADesc,MLRASym,ObjectID_LDCpoint,ObjectID_CountOverlapping,ldc_count,Latitude,Longitude,BareSoil,AnnForbC,AnnGramC,ForbC,AnnFGC,GramC,PerForbC,PerGramC,ShrubC,CyanoC,DepstSoilC,DuffC,EmbLitC,HerbLitC,LichenC,MossC,RockC,TotLitC,VagrtLichC,WaterC,WoodyLitC,Gap25_50,Gap51_100,Gap101_200,Gap200plus,Gap25plus,ForbHgt,GramHgt,HerbHgt,PForbHgt,PFbGrHgt,PGramHgt,WoodyHgt,TotProd,BareGrd,BioInt,Compact,DeadProp,FuncGrp,Gullies,HydFn,InvasPl,LitAmt,LitMov,Pedestals,CommComp,PerRepro,Rills,SoilSS,SoilLoss,SoilEroRes,WatFlow,WindScd,SoilSurf,SoilProt,SoilUnp,EcoLvl1,EcoLvl2,EcoLvl3,EcoLvl4,State,MODISName,DBKey,DateLoad,TotHorizFl,TotVertFlx,PM25Flux,PM10Flux,LTPrecip,LTRunoff,LTSedYield,LTSoilLoss
BLM_AIM,18110612172564702019-09-01,2018-07-23,R058BY122WY,Central Rocky Mountains,43B,14886,48648,2,43.525064,-106.837083,4.66666666666667,6.66666666666667,0,9.33333333333333,6.66666666666667,71.3333333333333,2.66666666666667,71.3333333333333,8.66666666666667,0,0,0,0,14.6666666666667,3.33333333333333,0,0.666666666666667,14.6666666666667,0,0,0,1.83,0,0,0,1.83,NA,34.6,34.6,NA,34.6,34.6,15.7916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27777777777778,5.29411764705882,5,NORTH AMERICAN DESERTS,COLD DESERTS,Wyoming Basin,Foothill Shrublands and Low Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18070315245922472018-09-01,2018-06-20,UNKNOWN,"Northern Rolling High Plains, Southern Part",58B,13074,48807,2,43.5602,-106.36747,6.66666666666667,8,63.3333333333333,10.6666666666667,65.3333333333333,86,3.33333333333333,62,11.3333333333333,0,0,0,0,4.66666666666667,0,0,0,4.66666666666667,0,0,0,1.88,0,0,0,1.88,27,32.3448275862069,32.1666666666667,27,33.0454545454545,33.3333333333333,36.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77777777777778,4.92307692307692,4.4,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,0,0,0,0,307,9,0,0
BLM_AIM,18070315245922472019-09-01,2018-06-20,R058BY122WY,"Northern Rolling High Plains, Southern Part",58B,13075,48807,2,43.5602,-106.36747,6.66666666666667,8,63.3333333333333,10.6666666666667,65.3333333333333,86,3.33333333333333,62,11.3333333333333,0,0,0,0,4.66666666666667,0,0,0,4.66666666666667,0,0,0,1.88,0,0,0,1.88,27,32.3448275862069,32.1666666666667,27,33.0454545454545,33.3333333333333,36.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77777777777778,4.92307692307692,4.4,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18060411354795952018-09-01,2018-05-28,R058BY150WY,"Northern Rolling High Plains, Southern Part",58B,12206,48995,2,43.601758,-106.670842,3.33333333333333,6.66666666666667,62,7.33333333333333,66.6666666666667,72.6666666666667,0.666666666666667,28,14,0,0,0.666666666666667,0,10.6666666666667,0,4.66666666666667,0,11.3333333333333,0,0,0.666666666666667,1.33,0,0,0,1.33,13,32.5172413793103,32.0333333333333,13,32.7692307692308,34.2083333333333,41.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77777777777778,5.08333333333333,2,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18060411354795952019-09-01,2018-05-28,R058BY150WY,"Northern Rolling High Plains, Southern Part",58B,12207,48995,2,43.601758,-106.670842,3.33333333333333,6.66666666666667,62,7.33333333333333,66.6666666666667,72.6666666666667,0.666666666666667,28,14,0,0,0.666666666666667,0,10.6666666666667,0,4.66666666666667,0,11.3333333333333,0,0,0.666666666666667,1.33,0,0,0,1.33,13,32.5172413793103,32.0333333333333,13,32.7692307692308,34.2083333333333,41.1428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77777777777778,5.08333333333333,2,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18080909383468622018-09-01,2018-08-05,UNKNOWN,"Northern Rolling High Plains, Southern Part",58B,13997,48998,3,43.602129,-106.615293,4,10,60,12,66,70.6666666666667,2,32,12.6666666666667,0,0,0.666666666666667,0,14.6666666666667,0,0,0,14.6666666666667,0,0,0,1.67,1.27,0,0,2.94,36.7272727272727,34.1,34.1,21.4,35.4090909090909,39.5294117647059,46.9444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77777777777778,5.71428571428571,6,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18080909383468622019-09-01,2018-08-05,UNKNOWN,"Northern Rolling High Plains, Southern Part",58B,13998,48998,3,43.602129,-106.615293,4,10,60,12,66,70.6666666666667,2,32,12.6666666666667,0,0,0.666666666666667,0,14.6666666666667,0,0,0,14.6666666666667,0,0,0,1.67,1.27,0,0,2.94,36.7272727272727,34.1,34.1,21.4,35.4090909090909,39.5294117647059,46.9444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77777777777778,5.71428571428571,6,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18110613444910272019-09-01,2018-08-05,R058BY122WY,"Northern Rolling High Plains, Southern Part",58B,14887,48998,3,43.602129,-106.615293,4,10,60,12,66,70.6666666666667,2,32,12.6666666666667,0,0,0.666666666666667,0,14.6666666666667,0,0,0,14.6666666666667,0,0,0,1.67,1.27,0,0,2.94,NA,34.1,34.1,NA,39.5294117647059,39.5294117647059,46.9444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.77777777777778,5.71428571428571,6,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Casper Arch,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18060415324659082018-09-01,2018-05-29,R058BY122WY,Central Rocky Mountains,43B,12220,49228,2,43.654292,-106.894281,3.33333333333333,1.33333333333333,30.6666666666667,3.33333333333333,31.3333333333333,82.6666666666667,2,72,0,0,0,0,0,8.66666666666667,2,0.666666666666667,0,8.66666666666667,0.666666666666667,0,0,2.52,1.33,0,0,3.85,12.75,28.5,28.5,12.75,26.25,28.1785714285714,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88888888888889,6,5.86666666666667,NORTH AMERICAN DESERTS,COLD DESERTS,Wyoming Basin,Foothill Shrublands and Low Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18060415324659082019-09-01,2018-05-29,R058BY122WY,Central Rocky Mountains,43B,12221,49228,2,43.654292,-106.894281,3.33333333333333,1.33333333333333,30.6666666666667,3.33333333333333,31.3333333333333,82.6666666666667,2,72,0,0,0,0,0,8.66666666666667,2,0.666666666666667,0,8.66666666666667,0.666666666666667,0,0,2.52,1.33,0,0,3.85,12.75,28.5,28.5,12.75,26.25,28.1785714285714,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88888888888889,6,5.86666666666667,NORTH AMERICAN DESERTS,COLD DESERTS,Wyoming Basin,Foothill Shrublands and Low Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18061515502513942018-09-01,2018-06-10,UNKNOWN,"Northern Rolling High Plains, Southern Part",58B,12467,49554,2,43.73557,-106.354489,0.680272108843537,27.891156462585,72.108843537415,27.891156462585,79.5918367346939,80.9523809523809,0.680272108843537,18.3673469387755,19.7278911564626,0,0,0,0,6.80272108843537,0,1.36054421768707,0,7.48299319727891,0,0,0.680272108843537,1.19,0,0,0,1.19,30,32.4444444444444,32.3571428571429,NA,36.4375,36.4375,39.7647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72222222222222,5.72222222222222,NA,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Powder River Basin,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,0,0,0,0,307,9,0,0
BLM_AIM,18061515502513942019-09-01,2018-06-10,R058BY204WY,"Northern Rolling High Plains, Southern Part",58B,12468,49554,2,43.73557,-106.354489,0.680272108843537,27.891156462585,72.108843537415,27.891156462585,79.5918367346939,80.9523809523809,0.680272108843537,18.3673469387755,19.7278911564626,0,0,0,0,6.80272108843537,0,1.36054421768707,0,7.48299319727891,0,0,0.680272108843537,1.19,0,0,0,1.19,30,32.4444444444444,32.3571428571429,NA,36.4375,36.4375,39.7647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72222222222222,5.72222222222222,NA,GREAT PLAINS,WEST-CENTRAL SEMI-ARID PRAIRIES,Northwestern Great Plains,Powder River Basin,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,17053115491440582021-09-01,2017-07-11,R043BY462WY,Central Rocky Mountains,43B,7881,49685,2,43.76009,-107.034361,0.666666666666667,8,7.33333333333333,44.6666666666667,14.6666666666667,72.6666666666667,38.6666666666667,68.6666666666667,25.3333333333333,0,0,0,0,6.66666666666667,0,0,0,7.33333333333333,0,0,0.666666666666667,2.05,1,0,0,3.05,31,69.6,65.4642857142857,39,66.8076923076923,69.125,130.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16666666666667,5.0625,6,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Middle Rockies,Dry Mid-elevation Sedimentary Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,17072413020617682018-09-01,2017-07-11,R043BY462WY,Central Rocky Mountains,43B,9732,49685,2,43.76009,-107.034361,0.666666666666667,8,7.33333333333333,45.3333333333333,14.6666666666667,73.3333333333333,39.3333333333333,69.3333333333333,24.6666666666667,0,0,0,0,6.66666666666667,0,0,0,7.33333333333333,0,0,0.666666666666667,2.05,1,0,0,3.05,31,68.9615384615385,65.0344827586207,39,66.2962962962963,68.48,130.333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16666666666667,5.0625,6,NORTHWESTERN FORESTED MOUNTAINS,WESTERN CORDILLERA,Middle Rockies,Dry Mid-elevation Sedimentary Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,NA,NA,NA,NA,NA,NA,NA,NA
BLM_AIM,18070314062542002018-09-01,2018-06-20,UNKNOWN,"Northern Rolling High Plains, Southern Part",58B,13071,49740,2,43.77155,-106.78945,0.666666666666667,3.33333333333333,14.6666666666667,6,16.6666666666667,88.6666666666667,2.66666666666667,84.6666666666667,0,0,0,0,0,9.33333333333333,0,0,0,9.33333333333333,0,0,0,1.88,0,0,0,1.88,NA,30.8666666666667,30.8666666666667,NA,31.2962962962963,31.2962962962963,15.8181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16666666666667,4.5,3.5,NORTH AMERICAN DESERTS,COLD DESERTS,Wyoming Basin,Foothill Shrublands and Low Mountains,WY,Grasslands,BLM_Natl_AIM_TerrADat_Public,2025-01-13,0,0,0,0,307,11,0,0
